,date,state_id,cat_id,sell_price,value,total_sells
1539,2012-06-25,CA,FOODS,8663.95,9513,82420156.35000001
1540,2012-06-25,CA,HOBBIES,5609.89,1228,6888944.920000001
1541,2012-06-25,CA,HOUSEHOLD,11455.24,3052,34961392.48
1542,2012-06-26,CA,FOODS,8663.95,8443,73149729.85000001
1543,2012-06-26,CA,HOBBIES,5609.89,1354,7595791.0600000005
1544,2012-06-26,CA,HOUSEHOLD,11455.24,2571,29451422.04
1545,2012-06-27,CA,FOODS,8663.95,8548,74059444.60000001
1546,2012-06-27,CA,HOBBIES,5609.89,1211,6793576.79
1547,2012-06-27,CA,HOUSEHOLD,11455.24,2762,31639372.88
1548,2012-06-28,CA,FOODS,8663.95,9380,81267851.0
1549,2012-06-28,CA,HOBBIES,5609.89,1304,7315296.5600000005
1550,2012-06-28,CA,HOUSEHOLD,11455.24,2682,30722953.68
1551,2012-06-29,CA,FOODS,8663.95,10735,93007503.25000001
1552,2012-06-29,CA,HOBBIES,5609.89,1542,8650450.38
1553,2012-06-29,CA,HOUSEHOLD,11455.24,3244,37160798.56
1554,2012-06-30,CA,FOODS,8680.17,12016,104300922.72
1555,2012-06-30,CA,HOBBIES,5942.1,1853,11010711.3
1556,2012-06-30,CA,HOUSEHOLD,11553.58,4092,47277249.36
1557,2012-07-01,CA,FOODS,8680.17,13193,114517482.81
1558,2012-07-01,CA,HOBBIES,5942.1,1317,7825745.7
1559,2012-07-01,CA,HOUSEHOLD,11553.58,4067,46988409.86
1560,2012-07-02,CA,FOODS,8680.17,10948,95030501.16
1561,2012-07-02,CA,HOBBIES,5942.1,1151,6839357.100000001
1562,2012-07-02,CA,HOUSEHOLD,11553.58,3139,36266687.62
1563,2012-07-03,CA,FOODS,8680.17,11744,101939916.48
1564,2012-07-03,CA,HOBBIES,5942.1,1213,7207767.300000001
1565,2012-07-03,CA,HOUSEHOLD,11553.58,3190,36855920.2
1566,2012-07-04,CA,FOODS,8680.17,10269,89136665.73
1567,2012-07-04,CA,HOBBIES,5942.1,945,5615284.5
1568,2012-07-04,CA,HOUSEHOLD,11553.58,2730,31541273.4
1569,2012-07-05,CA,FOODS,8680.17,9916,86072565.72
1570,2012-07-05,CA,HOBBIES,5942.1,843,5009190.300000001
1571,2012-07-05,CA,HOUSEHOLD,11553.58,2916,33690239.28
1572,2012-07-06,CA,FOODS,8680.17,11823,102625649.91
1573,2012-07-06,CA,HOBBIES,5942.1,1179,7005735.9
1574,2012-07-06,CA,HOUSEHOLD,11553.58,3182,36763491.56
1575,2012-07-07,CA,FOODS,8705.72,12717,110710641.24
1576,2012-07-07,CA,HOBBIES,6101.15,1287,7852180.05
1577,2012-07-07,CA,HOUSEHOLD,11633.23,3610,41995960.3
1578,2012-07-08,CA,FOODS,8705.72,13542,117892860.24
1579,2012-07-08,CA,HOBBIES,6101.15,1830,11165104.5
1580,2012-07-08,CA,HOUSEHOLD,11633.23,3800,44206274.0
1581,2012-07-09,CA,FOODS,8705.72,11334,98670630.47999999
1582,2012-07-09,CA,HOBBIES,6101.15,1366,8334170.899999999
1583,2012-07-09,CA,HOUSEHOLD,11633.23,3020,35132354.6
1584,2012-07-10,CA,FOODS,8705.72,10994,95710685.67999999
1585,2012-07-10,CA,HOBBIES,6101.15,1318,8041315.699999999
1586,2012-07-10,CA,HOUSEHOLD,11633.23,2786,32410178.779999997
1587,2012-07-11,CA,FOODS,8705.72,9959,86700265.47999999
1588,2012-07-11,CA,HOBBIES,6101.15,1260,7687449.0
1589,2012-07-11,CA,HOUSEHOLD,11633.23,2705,31467887.15
1590,2012-07-12,CA,FOODS,8705.72,9664,84132078.08
1591,2012-07-12,CA,HOBBIES,6101.15,1341,8181642.149999999
1592,2012-07-12,CA,HOUSEHOLD,11633.23,2836,32991840.279999997
1593,2012-07-13,CA,FOODS,8705.72,10800,94021776.0
1594,2012-07-13,CA,HOBBIES,6101.15,1628,9932672.2
1595,2012-07-13,CA,HOUSEHOLD,11633.23,3215,37400834.449999996
1596,2012-07-14,CA,FOODS,8710.57,12120,105572108.39999999
1597,2012-07-14,CA,HOBBIES,6148.22,1665,10236786.3
1598,2012-07-14,CA,HOUSEHOLD,11732.07,4034,47327170.379999995
1599,2012-07-15,CA,FOODS,8710.57,12540,109230547.8
1600,2012-07-15,CA,HOBBIES,6148.22,1622,9972412.84
1601,2012-07-15,CA,HOUSEHOLD,11732.07,3941,46236087.87
1602,2012-07-16,CA,FOODS,8710.57,9566,83325312.61999999
1603,2012-07-16,CA,HOBBIES,6148.22,1472,9050179.84
1604,2012-07-16,CA,HOUSEHOLD,11732.07,3109,36475005.63
1605,2012-07-17,CA,FOODS,8710.57,9408,81949042.56
1606,2012-07-17,CA,HOBBIES,6148.22,1371,8429209.620000001
1607,2012-07-17,CA,HOUSEHOLD,11732.07,2753,32298388.71
1608,2012-07-18,CA,FOODS,8710.57,8962,78064128.34
1609,2012-07-18,CA,HOBBIES,6148.22,1314,8078761.08
1610,2012-07-18,CA,HOUSEHOLD,11732.07,2558,30010635.06
1611,2012-07-19,CA,FOODS,8710.57,9501,82759125.57
1612,2012-07-19,CA,HOBBIES,6148.22,1783,10962276.26
1613,2012-07-19,CA,HOUSEHOLD,11732.07,2761,32392245.27
1614,2012-07-20,CA,FOODS,8710.57,11191,97479988.86999999
1615,2012-07-20,CA,HOBBIES,6148.22,1632,10033895.040000001
1616,2012-07-20,CA,HOUSEHOLD,11732.07,2980,34961568.6
1617,2012-07-21,CA,FOODS,8714.06,12404,108089200.24
1618,2012-07-21,CA,HOBBIES,6191.1,1714,10611545.4
1619,2012-07-21,CA,HOUSEHOLD,11753.51,3693,43405712.43
1620,2012-07-22,CA,FOODS,8714.06,12890,112324233.39999999
1621,2012-07-22,CA,HOBBIES,6191.1,1806,11181126.600000001
1622,2012-07-22,CA,HOUSEHOLD,11753.51,4038,47460673.38
1623,2012-07-23,CA,FOODS,8714.06,9807,85458786.42
1624,2012-07-23,CA,HOBBIES,6191.1,1401,8673731.1
1625,2012-07-23,CA,HOUSEHOLD,11753.51,2986,35095980.86
1626,2012-07-24,CA,FOODS,8714.06,9403,81938306.17999999
1627,2012-07-24,CA,HOBBIES,6191.1,961,5949647.100000001
1628,2012-07-24,CA,HOUSEHOLD,11753.51,2855,33556271.05
1629,2012-07-25,CA,FOODS,8714.06,9146,79698792.75999999
1630,2012-07-25,CA,HOBBIES,6191.1,958,5931073.800000001
1631,2012-07-25,CA,HOUSEHOLD,11753.51,2701,31746230.51
1632,2012-07-26,CA,FOODS,8714.06,9225,80387203.5
1633,2012-07-26,CA,HOBBIES,6191.1,1062,6574948.2
1634,2012-07-26,CA,HOUSEHOLD,11753.51,2809,33015609.59
1635,2012-07-27,CA,FOODS,8714.06,10118,88168859.08
1636,2012-07-27,CA,HOBBIES,6191.1,1077,6667814.7
1637,2012-07-27,CA,HOUSEHOLD,11753.51,2906,34155700.06
1638,2012-07-28,CA,FOODS,8737.36,10561,92275258.96000001
1639,2012-07-28,CA,HOBBIES,6198.96,1318,8170229.28
1640,2012-07-28,CA,HOUSEHOLD,11760.75,3494,41092060.5
1641,2012-07-29,CA,FOODS,8737.36,11307,98793329.52000001
1642,2012-07-29,CA,HOBBIES,6198.96,1033,6403525.68
1643,2012-07-29,CA,HOUSEHOLD,11760.75,3671,43173713.25
1644,2012-07-30,CA,FOODS,8737.36,8979,78452755.44000001
1645,2012-07-30,CA,HOBBIES,6198.96,1020,6322939.2
1646,2012-07-30,CA,HOUSEHOLD,11760.75,2751,32353823.25
1647,2012-07-31,CA,FOODS,8737.36,9490,82917546.4
1648,2012-07-31,CA,HOBBIES,6198.96,1063,6589494.48
1649,2012-07-31,CA,HOUSEHOLD,11760.75,3015,35458661.25
1650,2012-08-01,CA,FOODS,8737.36,10039,87714357.04
1651,2012-08-01,CA,HOBBIES,6198.96,1130,7004824.8
1652,2012-08-01,CA,HOUSEHOLD,11760.75,2952,34717734.0
1653,2012-08-02,CA,FOODS,8737.36,10843,94739194.48
1654,2012-08-02,CA,HOBBIES,6198.96,1203,7457348.88
1655,2012-08-02,CA,HOUSEHOLD,11760.75,3229,37975461.75
1656,2012-08-03,CA,FOODS,8737.36,11967,104559987.12
1657,2012-08-03,CA,HOBBIES,6198.96,1308,8108239.68
1658,2012-08-03,CA,HOUSEHOLD,11760.75,3318,39022168.5
1659,2012-08-04,CA,FOODS,8786.42,13009,114302537.78
1660,2012-08-04,CA,HOBBIES,6320.38,1475,9322560.5
1661,2012-08-04,CA,HOUSEHOLD,11844.93,3949,46775628.57
1662,2012-08-05,CA,FOODS,8786.42,14029,123264686.18
1663,2012-08-05,CA,HOBBIES,6320.38,1195,7552854.100000001
1664,2012-08-05,CA,HOUSEHOLD,11844.93,4048,47948276.64
1665,2012-08-06,CA,FOODS,8786.42,11638,102256355.96
1666,2012-08-06,CA,HOBBIES,6320.38,1104,6977699.5200000005
1667,2012-08-06,CA,HOUSEHOLD,11844.93,3261,38626316.730000004
1668,2012-08-07,CA,FOODS,8786.42,10424,91589642.08
1669,2012-08-07,CA,HOBBIES,6320.38,1059,6693282.42
1670,2012-08-07,CA,HOUSEHOLD,11844.93,2876,34066018.68
1671,2012-08-08,CA,FOODS,8786.42,10570,92872459.4
1672,2012-08-08,CA,HOBBIES,6320.38,929,5871633.0200000005
1673,2012-08-08,CA,HOUSEHOLD,11844.93,2738,32431418.34
1674,2012-08-09,CA,FOODS,8786.42,10899,95763191.58
1675,2012-08-09,CA,HOBBIES,6320.38,907,5732584.66
1676,2012-08-09,CA,HOUSEHOLD,11844.93,3102,36742972.86
1677,2012-08-10,CA,FOODS,8786.42,12316,108213548.72
1678,2012-08-10,CA,HOBBIES,6320.38,1068,6750165.84
1679,2012-08-10,CA,HOUSEHOLD,11844.93,3462,41007147.660000004
1680,2012-08-11,CA,FOODS,8789.35,14092,123859520.2
1681,2012-08-11,CA,HOBBIES,6352.67,1307,8302939.69
1682,2012-08-11,CA,HOUSEHOLD,11952.960000000001,4219,50429538.24
1683,2012-08-12,CA,FOODS,8789.35,13943,122549907.05000001
1684,2012-08-12,CA,HOBBIES,6352.67,1276,8106006.92
1685,2012-08-12,CA,HOUSEHOLD,11952.960000000001,4456,53262389.760000005
1686,2012-08-13,CA,FOODS,8789.35,11310,99407548.5
1687,2012-08-13,CA,HOBBIES,6352.67,1012,6428902.04
1688,2012-08-13,CA,HOUSEHOLD,11952.960000000001,3325,39743592.0
1689,2012-08-14,CA,FOODS,8789.35,10864,95487498.4
1690,2012-08-14,CA,HOBBIES,6352.67,949,6028683.83
1691,2012-08-14,CA,HOUSEHOLD,11952.960000000001,3290,39325238.400000006
1692,2012-08-15,CA,FOODS,8789.35,10489,92191492.15
1693,2012-08-15,CA,HOBBIES,6352.67,1065,6765593.55
1694,2012-08-15,CA,HOUSEHOLD,11952.960000000001,2877,34388665.92
1695,2012-08-16,CA,FOODS,8789.35,10832,95206239.2
1696,2012-08-16,CA,HOBBIES,6352.67,1112,7064169.04
1697,2012-08-16,CA,HOUSEHOLD,11952.960000000001,2941,35153655.36
1698,2012-08-17,CA,FOODS,8789.35,11384,100057960.4
1699,2012-08-17,CA,HOBBIES,6352.67,1143,7261101.8100000005
1700,2012-08-17,CA,HOUSEHOLD,11952.960000000001,3140,37532294.400000006
1701,2012-08-18,CA,FOODS,8805.66,13881,122231366.46
1702,2012-08-18,CA,HOBBIES,6369.5,1427,9089276.5
1703,2012-08-18,CA,HOUSEHOLD,12036.85,4138,49808485.300000004
1704,2012-08-19,CA,FOODS,8805.66,14677,129240671.82
1705,2012-08-19,CA,HOBBIES,6369.5,1350,8598825.0
1706,2012-08-19,CA,HOUSEHOLD,12036.85,4610,55489878.5
1707,2012-08-20,CA,FOODS,8805.66,10665,93912363.89999999
1708,2012-08-20,CA,HOBBIES,6369.5,930,5923635.0
1709,2012-08-20,CA,HOUSEHOLD,12036.85,3261,39252167.85
1710,2012-08-21,CA,FOODS,8805.66,9792,86225022.72
1711,2012-08-21,CA,HOBBIES,6369.5,895,5700702.5
1712,2012-08-21,CA,HOUSEHOLD,12036.85,3108,37410529.800000004
1713,2012-08-22,CA,FOODS,8805.66,9172,80765513.52
1714,2012-08-22,CA,HOBBIES,6369.5,1087,6923646.5
1715,2012-08-22,CA,HOUSEHOLD,12036.85,3020,36351287.0
1716,2012-08-23,CA,FOODS,8805.66,8843,77868451.38
1717,2012-08-23,CA,HOBBIES,6369.5,879,5598790.5
1718,2012-08-23,CA,HOUSEHOLD,12036.85,2732,32884674.2
1719,2012-08-24,CA,FOODS,8805.66,10284,90557407.44
1720,2012-08-24,CA,HOBBIES,6369.5,1155,7356772.5
1721,2012-08-24,CA,HOUSEHOLD,12036.85,3278,39456794.300000004
1722,2012-08-25,CA,FOODS,8804.62,12519,110225037.78000002
1723,2012-08-25,CA,HOBBIES,6369.45,1331,8477737.95
1724,2012-08-25,CA,HOUSEHOLD,12067.15,4141,49970068.15
1725,2012-08-26,CA,FOODS,8804.62,13035,114768221.70000002
1726,2012-08-26,CA,HOBBIES,6369.45,1249,7955443.05
1727,2012-08-26,CA,HOUSEHOLD,12067.15,4163,50235545.449999996
1728,2012-08-27,CA,FOODS,8804.62,9406,82816255.72000001
1729,2012-08-27,CA,HOBBIES,6369.45,1138,7248434.1
1730,2012-08-27,CA,HOUSEHOLD,12067.15,2943,35513622.449999996
1731,2012-08-28,CA,FOODS,8804.62,8918,78519601.16000001
1732,2012-08-28,CA,HOBBIES,6369.45,976,6216583.2
1733,2012-08-28,CA,HOUSEHOLD,12067.15,2552,30795366.8
1734,2012-08-29,CA,FOODS,8804.62,8523,75041776.26
1735,2012-08-29,CA,HOBBIES,6369.45,951,6057346.95
1736,2012-08-29,CA,HOUSEHOLD,12067.15,2742,33088125.3
1737,2012-08-30,CA,FOODS,8804.62,8917,78510796.54
1738,2012-08-30,CA,HOBBIES,6369.45,857,5458618.649999999
1739,2012-08-30,CA,HOUSEHOLD,12067.15,2694,32508902.099999998
1740,2012-08-31,CA,FOODS,8804.62,10522,92642211.64000002
1741,2012-08-31,CA,HOBBIES,6369.45,1495,9522327.75
1742,2012-08-31,CA,HOUSEHOLD,12067.15,3577,43164195.55
1743,2012-09-01,CA,FOODS,8829.1,13622,120270000.2
1744,2012-09-01,CA,HOBBIES,6372.44,1594,10157669.36
1745,2012-09-01,CA,HOUSEHOLD,12102.38,4180,50587948.4
1746,2012-09-02,CA,FOODS,8829.1,12969,114504597.9
1747,2012-09-02,CA,HOBBIES,6372.44,1165,7423892.6
1748,2012-09-02,CA,HOUSEHOLD,12102.38,4153,50261184.13999999
1749,2012-09-03,CA,FOODS,8829.1,13567,119784399.7
1750,2012-09-03,CA,HOBBIES,6372.44,1144,7290071.359999999
1751,2012-09-03,CA,HOUSEHOLD,12102.38,4363,52802683.94
1752,2012-09-04,CA,FOODS,8829.1,10004,88326316.4
1753,2012-09-04,CA,HOBBIES,6372.44,1129,7194484.76
1754,2012-09-04,CA,HOUSEHOLD,12102.38,3235,39151199.3
1755,2012-09-05,CA,FOODS,8829.1,9488,83770500.8
1756,2012-09-05,CA,HOBBIES,6372.44,919,5856272.359999999
1757,2012-09-05,CA,HOUSEHOLD,12102.38,2698,32652221.24
1758,2012-09-06,CA,FOODS,8829.1,9441,83355533.10000001
1759,2012-09-06,CA,HOBBIES,6372.44,994,6334205.359999999
1760,2012-09-06,CA,HOUSEHOLD,12102.38,3031,36682313.78
1761,2012-09-07,CA,FOODS,8829.1,10612,93694409.2
1762,2012-09-07,CA,HOBBIES,6372.44,1137,7245464.279999999
1763,2012-09-07,CA,HOUSEHOLD,12102.38,3261,39465861.18
1764,2012-09-08,CA,FOODS,8870.0,12865,114112550.0
1765,2012-09-08,CA,HOBBIES,6373.42,1328,8463901.76
1766,2012-09-08,CA,HOUSEHOLD,12148.04,4381,53220563.24
1767,2012-09-09,CA,FOODS,8870.0,14173,125714510.0
1768,2012-09-09,CA,HOBBIES,6373.42,1386,8833560.12
1769,2012-09-09,CA,HOUSEHOLD,12148.04,4888,59379619.52
1770,2012-09-10,CA,FOODS,8870.0,11120,98634400.0
1771,2012-09-10,CA,HOBBIES,6373.42,908,5787065.36
1772,2012-09-10,CA,HOUSEHOLD,12148.04,3439,41777109.56
1773,2012-09-11,CA,FOODS,8870.0,9838,87263060.0
1774,2012-09-11,CA,HOBBIES,6373.42,1067,6800439.14
1775,2012-09-11,CA,HOUSEHOLD,12148.04,3070,37294482.800000004
1776,2012-09-12,CA,FOODS,8870.0,8704,77204480.0
1777,2012-09-12,CA,HOBBIES,6373.42,911,5806185.62
1778,2012-09-12,CA,HOUSEHOLD,12148.04,2761,33540738.44
1779,2012-09-13,CA,FOODS,8870.0,9014,79954180.0
1780,2012-09-13,CA,HOBBIES,6373.42,983,6265071.86
1781,2012-09-13,CA,HOUSEHOLD,12148.04,3080,37415963.2
1782,2012-09-14,CA,FOODS,8870.0,10346,91769020.0
1783,2012-09-14,CA,HOBBIES,6373.42,1129,7195591.18
1784,2012-09-14,CA,HOUSEHOLD,12148.04,3520,42761100.800000004
1785,2012-09-15,CA,FOODS,8883.78,12797,113685732.66000001
1786,2012-09-15,CA,HOBBIES,6415.2,1412,9058262.4
1787,2012-09-15,CA,HOUSEHOLD,12148.54,4348,52821851.92
1788,2012-09-16,CA,FOODS,8883.78,13546,120339683.88000001
1789,2012-09-16,CA,HOBBIES,6415.2,1350,8660520.0
1790,2012-09-16,CA,HOUSEHOLD,12148.54,4584,55688907.36000001
1791,2012-09-17,CA,FOODS,8883.78,9186,81606403.08000001
1792,2012-09-17,CA,HOBBIES,6415.2,1042,6684638.399999999
1793,2012-09-17,CA,HOUSEHOLD,12148.54,3311,40223815.940000005
1794,2012-09-18,CA,FOODS,8883.78,8593,76338321.54
1795,2012-09-18,CA,HOBBIES,6415.2,1147,7358234.399999999
1796,2012-09-18,CA,HOUSEHOLD,12148.54,3177,38595911.580000006
1797,2012-09-19,CA,FOODS,8883.78,7876,69968651.28
1798,2012-09-19,CA,HOBBIES,6415.2,1014,6505012.8
1799,2012-09-19,CA,HOUSEHOLD,12148.54,2623,31865620.42
1800,2012-09-20,CA,FOODS,8883.78,8607,76462694.46000001
1801,2012-09-20,CA,HOBBIES,6415.2,919,5895568.8
1802,2012-09-20,CA,HOUSEHOLD,12148.54,2920,35473736.800000004
1803,2012-09-21,CA,FOODS,8883.78,10102,89743945.56
1804,2012-09-21,CA,HOBBIES,6415.2,1173,7525029.6
1805,2012-09-21,CA,HOUSEHOLD,12148.54,3544,43054425.760000005
1806,2012-09-22,CA,FOODS,8927.43,12519,111762496.17
1807,2012-09-22,CA,HOBBIES,6435.55,1557,10020151.35
1808,2012-09-22,CA,HOUSEHOLD,12154.16,4507,54778799.12
1809,2012-09-23,CA,FOODS,8927.43,12438,111039374.34
1810,2012-09-23,CA,HOBBIES,6435.55,1353,8707299.15
1811,2012-09-23,CA,HOUSEHOLD,12154.16,4567,55508048.72
1812,2012-09-24,CA,FOODS,8927.43,8933,79748732.19
1813,2012-09-24,CA,HOBBIES,6435.55,1139,7330091.45
1814,2012-09-24,CA,HOUSEHOLD,12154.16,3069,37301117.04
1815,2012-09-25,CA,FOODS,8927.43,8529,76142050.47
1816,2012-09-25,CA,HOBBIES,6435.55,937,6030110.350000001
1817,2012-09-25,CA,HOUSEHOLD,12154.16,2891,35137676.56
1818,2012-09-26,CA,FOODS,8927.43,8068,72026505.24000001
1819,2012-09-26,CA,HOBBIES,6435.55,997,6416243.350000001
1820,2012-09-26,CA,HOUSEHOLD,12154.16,2670,32451607.2
1821,2012-09-27,CA,FOODS,8927.43,8261,73749499.23
1822,2012-09-27,CA,HOBBIES,6435.55,1053,6776634.15
1823,2012-09-27,CA,HOUSEHOLD,12154.16,2688,32670382.08
1824,2012-09-28,CA,FOODS,8927.43,10113,90283099.59
1825,2012-09-28,CA,HOBBIES,6435.55,1257,8089486.350000001
1826,2012-09-28,CA,HOUSEHOLD,12154.16,3180,38650228.8
1827,2012-09-29,CA,FOODS,8925.65,12681,113186167.64999999
1828,2012-09-29,CA,HOBBIES,6482.58,1301,8433836.58
1829,2012-09-29,CA,HOUSEHOLD,12181.01,4182,50940983.82
1830,2012-09-30,CA,FOODS,8925.65,12859,114774933.35
1831,2012-09-30,CA,HOBBIES,6482.58,1319,8550523.02
1832,2012-09-30,CA,HOUSEHOLD,12181.01,4132,50331933.32
1833,2012-10-01,CA,FOODS,8925.65,11048,98610581.2
1834,2012-10-01,CA,HOBBIES,6482.58,1234,7999503.72
1835,2012-10-01,CA,HOUSEHOLD,12181.01,3446,41975760.46
1836,2012-10-02,CA,FOODS,8925.65,11260,100502819.0
1837,2012-10-02,CA,HOBBIES,6482.58,972,6301067.76
1838,2012-10-02,CA,HOUSEHOLD,12181.01,2881,35093489.81
1839,2012-10-03,CA,FOODS,8925.65,10303,91960971.95
1840,2012-10-03,CA,HOBBIES,6482.58,1046,6780778.68
1841,2012-10-03,CA,HOUSEHOLD,12181.01,2948,35909617.480000004
1842,2012-10-04,CA,FOODS,8925.65,9354,83490530.1
1843,2012-10-04,CA,HOBBIES,6482.58,1097,7111390.26
1844,2012-10-04,CA,HOUSEHOLD,12181.01,2886,35154394.86
1845,2012-10-05,CA,FOODS,8925.65,10191,90961299.14999999
1846,2012-10-05,CA,HOBBIES,6482.58,1090,7066012.2
1847,2012-10-05,CA,HOUSEHOLD,12181.01,3278,39929350.78
1848,2012-10-06,CA,FOODS,8950.460000000001,13078,117054115.88000001
1849,2012-10-06,CA,HOBBIES,6477.29,1299,8413999.709999999
1850,2012-10-06,CA,HOUSEHOLD,12188.960000000001,4199,51181443.04000001
1851,2012-10-07,CA,FOODS,8950.460000000001,13238,118486189.48000002
1852,2012-10-07,CA,HOBBIES,6477.29,1365,8841500.85
1853,2012-10-07,CA,HOUSEHOLD,12188.960000000001,4394,53558290.24
1854,2012-10-08,CA,FOODS,8950.460000000001,10748,96199544.08000001
1855,2012-10-08,CA,HOBBIES,6477.29,1045,6768768.05
1856,2012-10-08,CA,HOUSEHOLD,12188.960000000001,3600,43880256.0
1857,2012-10-09,CA,FOODS,8950.460000000001,9651,86380889.46000001
1858,2012-10-09,CA,HOBBIES,6477.29,1030,6671608.7
1859,2012-10-09,CA,HOUSEHOLD,12188.960000000001,2821,34385056.160000004
1860,2012-10-10,CA,FOODS,8950.460000000001,9308,83310881.68
1861,2012-10-10,CA,HOBBIES,6477.29,934,6049788.86
1862,2012-10-10,CA,HOUSEHOLD,12188.960000000001,2732,33300238.720000003
1863,2012-10-11,CA,FOODS,8950.460000000001,8252,73859195.92
1864,2012-10-11,CA,HOBBIES,6477.29,1063,6885359.27
1865,2012-10-11,CA,HOUSEHOLD,12188.960000000001,2511,30606478.560000002
1866,2012-10-12,CA,FOODS,8950.460000000001,9666,86515146.36000001
1867,2012-10-12,CA,HOBBIES,6477.29,1309,8478772.61
1868,2012-10-12,CA,HOUSEHOLD,12188.960000000001,3234,39419096.64
1869,2012-10-13,CA,FOODS,8955.7,11476,102775613.2
1870,2012-10-13,CA,HOBBIES,6490.55,1434,9307448.700000001
1871,2012-10-13,CA,HOUSEHOLD,12191.52,4326,52740515.52
1872,2012-10-14,CA,FOODS,8955.7,11891,106492228.7
1873,2012-10-14,CA,HOBBIES,6490.55,1358,8814166.9
1874,2012-10-14,CA,HOUSEHOLD,12191.52,4650,56690568.0
1875,2012-10-15,CA,FOODS,8955.7,8965,80287850.5
1876,2012-10-15,CA,HOBBIES,6490.55,1064,6905945.2
1877,2012-10-15,CA,HOUSEHOLD,12191.52,2943,35879643.36
1878,2012-10-16,CA,FOODS,8955.7,7904,70785852.80000001
1879,2012-10-16,CA,HOBBIES,6490.55,998,6477568.9
1880,2012-10-16,CA,HOUSEHOLD,12191.52,2820,34380086.4
1881,2012-10-17,CA,FOODS,8955.7,7948,71179903.60000001
1882,2012-10-17,CA,HOBBIES,6490.55,981,6367229.55
1883,2012-10-17,CA,HOUSEHOLD,12191.52,2777,33855851.04
1884,2012-10-18,CA,FOODS,8955.7,7709,69039491.30000001
1885,2012-10-18,CA,HOBBIES,6490.55,1116,7243453.8
1886,2012-10-18,CA,HOUSEHOLD,12191.52,2726,33234083.52
1887,2012-10-19,CA,FOODS,8955.7,8633,77314558.10000001
1888,2012-10-19,CA,HOBBIES,6490.55,1164,7555000.2
1889,2012-10-19,CA,HOUSEHOLD,12191.52,3193,38927523.36
1890,2012-10-20,CA,FOODS,8984.43,10686,96007618.98
1891,2012-10-20,CA,HOBBIES,6490.51,1410,9151619.1
1892,2012-10-20,CA,HOUSEHOLD,12210.75,4568,55778706.0
1893,2012-10-21,CA,FOODS,8984.43,11311,101622887.73
1894,2012-10-21,CA,HOBBIES,6490.51,1469,9534559.19
1895,2012-10-21,CA,HOUSEHOLD,12210.75,4580,55925235.0
1896,2012-10-22,CA,FOODS,8984.43,8301,74579753.43
1897,2012-10-22,CA,HOBBIES,6490.51,1137,7379709.87
1898,2012-10-22,CA,HOUSEHOLD,12210.75,2995,36571196.25
1899,2012-10-23,CA,FOODS,8984.43,7380,66305093.4
1900,2012-10-23,CA,HOBBIES,6490.51,1078,6996769.78
1901,2012-10-23,CA,HOUSEHOLD,12210.75,2791,34080203.25
1902,2012-10-24,CA,FOODS,8984.43,6814,61219906.02
1903,2012-10-24,CA,HOBBIES,6490.51,1118,7256390.180000001
1904,2012-10-24,CA,HOUSEHOLD,12210.75,2614,31918900.5
1905,2012-10-25,CA,FOODS,8984.43,7047,63313278.21
1906,2012-10-25,CA,HOBBIES,6490.51,1040,6750130.4
1907,2012-10-25,CA,HOUSEHOLD,12210.75,2734,33384190.5
1908,2012-10-26,CA,FOODS,8984.43,8401,75478196.43
1909,2012-10-26,CA,HOBBIES,6490.51,1150,7464086.5
1910,2012-10-26,CA,HOUSEHOLD,12210.75,2910,35533282.5
1911,2012-10-27,CA,FOODS,9017.47,10755,96982889.85
1912,2012-10-27,CA,HOBBIES,6493.45,1265,8214214.25
1913,2012-10-27,CA,HOUSEHOLD,12227.44,3979,48652983.760000005
1914,2012-10-28,CA,FOODS,9017.47,11004,99228239.88
1915,2012-10-28,CA,HOBBIES,6493.45,1457,9460956.65
1916,2012-10-28,CA,HOUSEHOLD,12227.44,3996,48860850.24
1917,2012-10-29,CA,FOODS,9017.47,8356,75349979.32
1918,2012-10-29,CA,HOBBIES,6493.45,920,5973974.0
1919,2012-10-29,CA,HOUSEHOLD,12227.44,2738,33478730.720000003
1920,2012-10-30,CA,FOODS,9017.47,8816,79498015.52
1921,2012-10-30,CA,HOBBIES,6493.45,1096,7116821.2
1922,2012-10-30,CA,HOUSEHOLD,12227.44,2587,31632387.28
1923,2012-10-31,CA,FOODS,9017.47,7128,64276526.16
1924,2012-10-31,CA,HOBBIES,6493.45,820,5324629.0
1925,2012-10-31,CA,HOUSEHOLD,12227.44,2036,24895067.84
1926,2012-11-01,CA,FOODS,9017.47,8384,75602468.47999999
1927,2012-11-01,CA,HOBBIES,6493.45,1116,7246690.2
1928,2012-11-01,CA,HOUSEHOLD,12227.44,3050,37293692.0
1929,2012-11-02,CA,FOODS,9017.47,9566,86261118.02
1930,2012-11-02,CA,HOBBIES,6493.45,1366,8870052.7
1931,2012-11-02,CA,HOUSEHOLD,12227.44,3324,40644010.56
1932,2012-11-03,CA,FOODS,9055.76,12254,110969283.04
1933,2012-11-03,CA,HOBBIES,6497.42,1376,8940449.92
1934,2012-11-03,CA,HOUSEHOLD,12265.84,4573,56091686.32
1935,2012-11-04,CA,FOODS,9055.76,12459,112825713.84
1936,2012-11-04,CA,HOBBIES,6497.42,1452,9434253.84
1937,2012-11-04,CA,HOUSEHOLD,12265.84,4686,57477726.24
1938,2012-11-05,CA,FOODS,9055.76,9553,86509675.28
